source,raw,reason
/notices/clearing/2017/05/Chadv17-173.html,Hedge/Member | Decrease | USD | 600 | 600 | 500 | 500 | Months 20+ | ZA9202,malformed PDF rate row
/notices/clearing/2017/05/Chadv17-173.html,Spec | Decrease | USD | 330 | 300 | 275 | 250 | Contracts 1-4 | ZA9102,malformed PDF rate row
/notices/clearing/2017/05/Chadv17-173.html,Hedge/Member | Decrease | USD | 300 | 300 | 250 | 250 | Contracts 1-4 | ZA9102,malformed PDF rate row
/notices/clearing/2017/05/Chadv17-173.html,Spec | Decrease | USD | 550 | 500 | 440 | 400 | Contracts 5-8 | ZA9102,malformed PDF rate row
/notices/clearing/2017/05/Chadv17-173.html,Hedge/Member | Decrease | USD | 500 | 500 | 400 | 400 | Contracts 5-8 | ZA9102,malformed PDF rate row
/notices/clearing/2017/05/Chadv17-173.html,Spec | Decrease | USD | 605 | 550 | 495 | 450 | Contracts 9+ | ZA9102,malformed PDF rate row
/notices/clearing/2017/05/Chadv17-173.html,Hedge/Member | Decrease | USD | 550 | 550 | 450 | 450 | Contracts 9+ | ZA9102,malformed PDF rate row
/notices/clearing/2017/05/Chadv17-173.html,"Spec | New | USD | 5,500 | 5,000 | Mnth 1 | CMF | Hedge/Member | New",malformed PDF rate row
/notices/clearing/2017/05/Chadv17-173.html,"Hedge/Member | New | USD | 5,000 | 5,000 | Mnth 1 | CMF | Spec | New",malformed PDF rate row
/notices/clearing/2017/05/Chadv17-173.html,"Spec | New | USD | 1,540 | 1,400 | Mnth 2 | CMF | Hedge/Member | New",malformed PDF rate row
/notices/clearing/2017/05/Chadv17-173.html,"Hedge/Member | New | USD | 1,400 | 1,400 | Mnth 2 | CMF | Spec | New",malformed PDF rate row
/notices/clearing/2017/05/Chadv17-173.html,"Spec | New | USD | 1,540 | 1,400 | Mnths 3-11 | CMF | Hedge/Member | New",malformed PDF rate row
/notices/clearing/2017/05/Chadv17-173.html,"Hedge/Member | New | USD | 1,400 | 1,400 | Mnths 3-11 | CMF | Spec | New",malformed PDF rate row
/notices/clearing/2017/05/Chadv17-173.html,"Spec | New | USD | 1,540 | 1,400 | Mnths 12+ | CMF | Hedge/Member | New",malformed PDF rate row
/notices/clearing/2017/05/Chadv17-173.html,"Hedge/Member | New | USD | 1,400 | 1,400 | Mnths 12+ | CMF | 3.5% FUEL OIL MED VS  FOB BALMO FUT (CMB) | Spec",malformed PDF rate row
/notices/clearing/2017/05/Chadv17-173.html,"Spec | New | USD | 6,600 | 6,000 | CMB | Hedge/Member | New | USD",malformed PDF rate row
/notices/clearing/2017/05/Chadv17-173.html,"Hedge/Member | New | USD | 6,000 | 6,000 | CMB | Spec | New | USD",malformed PDF rate row
/notices/clearing/2017/05/Chadv17-173.html,"Spec | New | USD | 6,600 | 6,000 | CMB | Hedge/Member | New | USD",malformed PDF rate row
/notices/clearing/2017/05/Chadv17-173.html,"Hedge/Member | New | USD | 6,000 | 6,000 | CMB | 3.5% FUEL OIL RDAM VS  FOB MED BALM (63) | Spec | Decrease",malformed PDF rate row
/notices/clearing/2017/05/Chadv17-173.html,"Spec | New | USD | 3,300 | 3,000 | JTB | Hedge/Member | New | USD",malformed PDF rate row
/notices/clearing/2017/05/Chadv17-173.html,"Hedge/Member | New | USD | 3,000 | 3,000 | JTB | NY BUCKEYE JET FUEL VS NY HARB ULSD (JET) | Spec | Decrease",malformed PDF rate row
/notices/clearing/2017/05/Chadv17-173.html,"Spec | New | USD | 2,200 | 2,000 | CMB | Hedge/Member | New | USD",malformed PDF rate row
/notices/clearing/2017/05/Chadv17-173.html,"Hedge/Member | New | USD | 2,000 | 2,000 | CMB | 3.5% Fuel Oil CIF Med (Platts) vs. 3.5% Fuel Oil FOB Med (Platts) Futures  - All Months (3.5% FUEL OIL CIF MED VS 3.5% | FUEL) | Spec",malformed PDF rate row
/notices/clearing/2017/05/Chadv17-173.html,"Spec | New | USD | 2,200 | 2,000 | CMF | Hedge/Member | New | USD",malformed PDF rate row
/notices/clearing/2017/05/Chadv17-173.html,"Hedge/Member | New | USD | 2,000 | 2,000 | CMF | NY Buckeye Jet Fuel (Platts) vs. NY Harbor ULSD BALMO Futures - All Days (NY BUCKEYE JET FUEL V. NY HR BALMO) | Spec | New",malformed PDF rate row
/notices/clearing/2017/05/Chadv17-173.html,"Spec | New | USD | 1,100 | 1,000 | JTB | Hedge/Member | New | USD",malformed PDF rate row
/notices/clearing/2017/05/Chadv17-173.html,"Hedge/Member | New | USD | 1,000 | 1,000 | JTB | Page 34 of 38 | 5/4/2017 | 20 South Wacker Drive Chicago, IL 60606 Ph.: (312) 648-3888 Fax: (312) 930-3187 cmegroup.com",malformed PDF rate row
/notices/clearing/2017/05/Chadv17-183.html,Spec | New | USD | 440 | 400 | Mth 1 | SDD | Hedge/Member | New,malformed PDF rate row
/notices/clearing/2017/05/Chadv17-183.html,Hedge/Member | New | USD | 400 | 400 | Mth 1 | SDD | Spec | New,malformed PDF rate row
/notices/clearing/2017/05/Chadv17-183.html,Spec | New | USD | 193 | 175 | Mnth 2 | SDD | Hedge/Member | New,malformed PDF rate row
/notices/clearing/2017/05/Chadv17-183.html,Hedge/Member | New | USD | 175 | 175 | Mnth 2 | SDD | Spec | New,malformed PDF rate row
/notices/clearing/2017/05/Chadv17-183.html,Spec | New | USD | 110 | 100 | Mnths 3-5 | SDD | Hedge/Member | New,malformed PDF rate row
/notices/clearing/2017/05/Chadv17-183.html,Hedge/Member | New | USD | 100 | 100 | Mnths 3-5 | SDD | Spec | New,malformed PDF rate row
/notices/clearing/2017/05/Chadv17-183.html,Spec | New | USD | 99 | 90 | Mnths  6-11 | SDD | Hedge/Member | New,malformed PDF rate row
/notices/clearing/2017/05/Chadv17-183.html,Hedge/Member | New | USD | 90 | 90 | Mnths  6-11 | SDD | Spec | New,malformed PDF rate row
/notices/clearing/2017/05/Chadv17-183.html,Spec | New | USD | 99 | 90 | Mnths 12 | SDD | Hedge/Member | New,malformed PDF rate row
/notices/clearing/2017/05/Chadv17-183.html,Hedge/Member | New | USD | 90 | 90 | Mnths 12 | SDD | PJM WESTERN HUB PEAK AVG FUT (SRT) | Spec,malformed PDF rate row
/notices/clearing/2017/05/Chadv17-183.html,Spec | New | USD | 440 | 400 | Mth 1 | SRT | Hedge/Member | New,malformed PDF rate row
/notices/clearing/2017/05/Chadv17-183.html,Hedge/Member | New | USD | 400 | 400 | Mth 1 | SRT | Spec | New,malformed PDF rate row
/notices/clearing/2017/05/Chadv17-183.html,Spec | New | USD | 193 | 175 | Mnth 2 | SRT | Hedge/Member | New,malformed PDF rate row
/notices/clearing/2017/05/Chadv17-183.html,Hedge/Member | New | USD | 175 | 175 | Mnth 2 | SRT | Spec | New,malformed PDF rate row
/notices/clearing/2017/05/Chadv17-183.html,Spec | New | USD | 110 | 100 | Mnths 3-5 | SRT | Hedge/Member | New,malformed PDF rate row
/notices/clearing/2017/05/Chadv17-183.html,Hedge/Member | New | USD | 100 | 100 | Mnths 3-5 | SRT | Spec | New,malformed PDF rate row
/notices/clearing/2017/05/Chadv17-183.html,Spec | New | USD | 99 | 90 | Mnths  6-11 | SRT | Hedge/Member | New,malformed PDF rate row
/notices/clearing/2017/05/Chadv17-183.html,Hedge/Member | New | USD | 90 | 90 | Mnths  6-11 | SRT | Spec | New,malformed PDF rate row
/notices/clearing/2017/05/Chadv17-183.html,Spec | New | USD | 99 | 90 | Mnths 12 | SRT | Hedge/Member | New,malformed PDF rate row
/notices/clearing/2017/05/Chadv17-183.html,Hedge/Member | New | USD | 90 | 90 | Mnths 12 | SRT | Page 2 of 26 | 5/18/2017,malformed PDF rate row
/notices/clearing/2017/05/Chadv17-183.html,"Spec | Increase | USD | 1,925 | 1,750 | 2,255 | 2,050 | Contracts | 13-24",malformed PDF rate row
/notices/clearing/2017/05/Chadv17-183.html,"Hedge/Member | Increase | USD | 1,750 | 1,750 | 2,050 | 2,050 | Contracts | 13-24",malformed PDF rate row
/notices/clearing/2017/05/Chadv17-183.html,"Spec | Increase | USD | 2,200 | 2,000 | 2,530 | 2,300 | Contracts | 25-36",malformed PDF rate row
/notices/clearing/2017/05/Chadv17-183.html,"Hedge/Member | Increase | USD | 2,000 | 2,000 | 2,300 | 2,300 | Contracts | 25-36",malformed PDF rate row
/notices/clearing/2017/05/Chadv17-183.html,"Spec | New | USD | 3,740 | 3,400 | Mnth 1 | TTE | Hedge/Member | New",malformed PDF rate row
/notices/clearing/2017/05/Chadv17-183.html,"Hedge/Member | New | USD | 3,400 | 3,400 | Mnth 1 | TTE | Spec | New",malformed PDF rate row
/notices/clearing/2017/05/Chadv17-183.html,"Spec | New | USD | 3,190 | 2,900 | Mnths 2 | TTE | Hedge/Member | New",malformed PDF rate row
/notices/clearing/2017/05/Chadv17-183.html,"Hedge/Member | New | USD | 2,900 | 2,900 | Mnths 2 | TTE | Spec | New",malformed PDF rate row
/notices/clearing/2017/05/Chadv17-183.html,"Spec | New | USD | 3,080 | 2,800 | Mnths 3+ | TTE | Hedge/Member | New",malformed PDF rate row
/notices/clearing/2017/05/Chadv17-183.html,"Hedge/Member | New | USD | 2,800 | 2,800 | Mnths 3+ | TTE | HENRY HUB TTF NAT GAS SPREAD FUTURE (NYP) | Spec",malformed PDF rate row
/notices/clearing/2017/05/Chadv17-183.html,"Spec | New | USD | 4,785 | 4,350 | Mnth 1 | NYP | Hedge/Member | New",malformed PDF rate row
/notices/clearing/2017/05/Chadv17-183.html,"Hedge/Member | New | USD | 4,350 | 4,350 | Mnth 1 | NYP | Spec | New",malformed PDF rate row
/notices/clearing/2017/05/Chadv17-183.html,"Spec | New | USD | 4,620 | 4,200 | Mnths 2 | NYP | Hedge/Member | New",malformed PDF rate row
/notices/clearing/2017/05/Chadv17-183.html,"Hedge/Member | New | USD | 4,200 | 4,200 | Mnths 2 | NYP | Spec | New",malformed PDF rate row
/notices/clearing/2017/05/Chadv17-183.html,"Spec | New | USD | 4,345 | 3,950 | Mnths 3+ | NYP | Hedge/Member | New",malformed PDF rate row
/notices/clearing/2017/05/Chadv17-183.html,"Hedge/Member | New | USD | 3,950 | 3,950 | Mnths 3+ | NYP | HENRY HUB TTF NAT GAS SPREAD FUTURE (THD) | Spec",malformed PDF rate row
/notices/clearing/2017/05/Chadv17-183.html,"Spec | New | USD | 4,565 | 4,150 | Mnth 1 | THD | Hedge/Member | New",malformed PDF rate row
/notices/clearing/2017/05/Chadv17-183.html,"Hedge/Member | New | USD | 4,150 | 4,150 | Mnth 1 | THD | Spec | New",malformed PDF rate row
/notices/clearing/2017/05/Chadv17-183.html,"Spec | New | USD | 4,180 | 3,800 | Mnths 2 | THD | Hedge/Member | New",malformed PDF rate row
/notices/clearing/2017/05/Chadv17-183.html,"Hedge/Member | New | USD | 3,800 | 3,800 | Mnths 2 | THD | Spec | New",malformed PDF rate row
/notices/clearing/2017/05/Chadv17-183.html,"Spec | New | USD | 3,685 | 3,350 | Mnths 3+ | THD | Hedge/Member | New",malformed PDF rate row
/notices/clearing/2017/05/Chadv17-183.html,"Hedge/Member | New | USD | 3,350 | 3,350 | Mnths 3+ | THD | UK NBP NATURAL GAS FRONT MTH FUT (NBP) | Spec",malformed PDF rate row
/notices/clearing/2017/05/Chadv17-183.html,"Spec | New | USD | 3,740 | 3,400 | Mnth 1 | NBP | Hedge/Member | New",malformed PDF rate row
/notices/clearing/2017/05/Chadv17-183.html,"Hedge/Member | New | USD | 3,400 | 3,400 | Mnth 1 | NBP | Spec | New",malformed PDF rate row
/notices/clearing/2017/05/Chadv17-183.html,"Spec | New | USD | 2,970 | 2,700 | Mnths 2 | NBP | Hedge/Member | New",malformed PDF rate row
/notices/clearing/2017/05/Chadv17-183.html,"Hedge/Member | New | USD | 2,700 | 2,700 | Mnths 2 | NBP | Spec | New",malformed PDF rate row
/notices/clearing/2017/05/Chadv17-183.html,"Spec | New | USD | 2,750 | 2,500 | Mnths 3+ | NBP | Hedge/Member | New",malformed PDF rate row
/notices/clearing/2017/05/Chadv17-183.html,"Hedge/Member | New | USD | 2,500 | 2,500 | Mnths 3+ | NBP | Page 6 of 26 | 5/18/2017",malformed PDF rate row
/notices/clearing/2017/05/Chadv17-183.html,Spec | New | USD | 297 | 270 | SDD | Hedge/Member | New | USD,malformed PDF rate row
/notices/clearing/2017/05/Chadv17-183.html,Hedge/Member | New | USD | 270 | 270 | SDD | All Months (PJM WESTERN HUB PEAK AVG FUT) | Spec | New,malformed PDF rate row
/notices/clearing/2017/05/Chadv17-183.html,Spec | New | USD | 297 | 270 | SRT | Hedge/Member | New | USD,malformed PDF rate row
/notices/clearing/2017/05/Chadv17-183.html,Hedge/Member | New | USD | 270 | 270 | SRT | ERIS Standards - Intra Spreads | 20YR INTEREST RATE SWAP FUTURE ERIS vs 20YR INTEREST RATE SWAP FUTURE ERIS (ERIS 20-YR INT RATE SWAP | SEC COUPON),malformed PDF rate row
/notices/clearing/2017/05/Chadv17-183.html,Spec | Increase | USD | 550 | ZD9220 | Hedge/Member | Increase | USD | 400,malformed PDF rate row
/notices/clearing/2017/05/Chadv17-183.html,Hedge/Member | Increase | USD | 400 | 400 | 500 | 500 | ZD9220 | 20YR INTEREST RATE SWAP FUTURE ERIS vs 20YR INTEREST RATE SWAP FUTURE ERIS (ERIS 20-YR INT RATE,malformed PDF rate row
/notices/clearing/2017/05/Chadv17-183.html,Spec | Increase | USD | 715 | ZD9120 | Hedge/Member | Increase | USD | 525,malformed PDF rate row
/notices/clearing/2017/05/Chadv17-183.html,Hedge/Member | Increase | USD | 525 | 525 | 650 | 650 | ZD9120 | 30YR INTEREST RATE SWAP FUTURE ERIS vs 30YR INTEREST RATE SWAP FUTURE ERIS (30-YR INT RATE SWAP SEC,malformed PDF rate row
/notices/clearing/2017/05/Chadv17-183.html,Spec | Increase | USD | 550 | ZD9230 | Hedge/Member | Increase | USD | 400,malformed PDF rate row
/notices/clearing/2017/05/Chadv17-183.html,Hedge/Member | Increase | USD | 400 | 400 | 500 | 500 | ZD9230 | 30YR INTEREST RATE SWAP FUTURE ERIS vs 30YR INTEREST RATE SWAP FUTURE ERIS (ERIS STANDARD 30Y INT,malformed PDF rate row
/notices/clearing/2017/05/Chadv17-183.html,Spec | Increase | USD | 715 | ZD9130 | Hedge/Member | Increase | USD | 525,malformed PDF rate row
/notices/clearing/2017/05/Chadv17-183.html,Hedge/Member | Increase | USD | 525 | 525 | 650 | 650 | ZD9130 | 5YR INTEREST RATE SWAP FUTURE ERIS vs 5YR INTEREST RATE SWAP FUTURE ERIS (ERIS 5-YR INT RATE SWAP,malformed PDF rate row
/notices/clearing/2017/05/Chadv17-183.html,Spec | Increase | USD | 275 | ZB9205 | Hedge/Member | Increase | USD | 200,malformed PDF rate row
/notices/clearing/2017/05/Chadv17-183.html,Hedge/Member | Increase | USD | 200 | 200 | 250 | 250 | ZB9205 | 5YR INTEREST RATE SWAP FUTURE ERIS vs 5YR INTEREST RATE SWAP FUTURE ERIS (ERIS STANDARD 5Y INT RATE,malformed PDF rate row
/notices/clearing/2017/05/Chadv17-183.html,Spec | Increase | USD | 330 | ZB9105 | Hedge/Member | Increase | USD | 250,malformed PDF rate row
/notices/clearing/2017/05/Chadv17-183.html,Hedge/Member | Increase | USD | 250 | 250 | 300 | 300 | ZB9105 | Page 14 of 26,malformed PDF rate row
/notices/clearing/2017/05/Chadv17-183.html,"Spec | New | USD | 1,980 | 1,800 | NYP | Hedge/Member | New | USD",malformed PDF rate row
/notices/clearing/2017/05/Chadv17-183.html,"Hedge/Member | New | USD | 1,800 | 1,800 | NYP | Spec | New | USD",malformed PDF rate row
/notices/clearing/2017/05/Chadv17-183.html,"Spec | New | USD | 1,650 | 1,500 | THD | Hedge/Member | New | USD",malformed PDF rate row
/notices/clearing/2017/05/Chadv17-183.html,"Hedge/Member | New | USD | 1,500 | 1,500 | THD | NBP Intras All Months (UK NBP NATURAL GAS FRONT MTH FUT) | Spec | New",malformed PDF rate row
/notices/clearing/2017/05/Chadv17-183.html,"Spec | New | USD | 1,760 | 1,600 | NBP | Hedge/Member | New | USD",malformed PDF rate row
/notices/clearing/2017/05/Chadv17-183.html,"Hedge/Member | New | USD | 1,600 | 1,600 | NBP | TTE Intras All Months (DUTCH TTF NATURAL GAS FRONT MTH FUT) | Spec | New",malformed PDF rate row
/notices/clearing/2017/05/Chadv17-183.html,"Spec | New | USD | 1,760 | 1,600 | TTE | Hedge/Member | New | USD",malformed PDF rate row
/notices/clearing/2017/05/Chadv17-183.html,"Hedge/Member | New | USD | 1,600 | 1,600 | TTE | Page 15 of 26 | 5/18/2017 | 20 South Wacker Drive Chicago, IL 60606 Ph.: (312) 648-3888 Fax: (312) 930-3187 cmegroup.com",malformed PDF rate row
/notices/clearing/2017/05/Chadv17-190.html,"Spec | Decrease | USD | 1,210 | 1,100 | 1,089 | 990 | Mnths 1-7 | ZB9205",malformed PDF rate row
/notices/clearing/2017/05/Chadv17-190.html,"Hedge/Member | Decrease | USD | 1,100 | 1,100 | 990 | 990 | Mnths 1-7 | ZB9205",malformed PDF rate row
/notices/clearing/2017/05/Chadv17-190.html,"Spec | Decrease | USD | 1,320 | 1,200 | 1,188 | 1,080 | Mnths 8-14 | ZB9205",malformed PDF rate row
/notices/clearing/2017/05/Chadv17-190.html,"Hedge/Member | Decrease | USD | 1,200 | 1,200 | 1,080 | 1,080 | Mnths 8-14 | ZB9205",malformed PDF rate row
/notices/clearing/2017/05/Chadv17-190.html,"Spec | Decrease | USD | 1,485 | 1,350 | 1,320 | 1,200 | Mnths 15-19 | ZB9205",malformed PDF rate row
/notices/clearing/2017/05/Chadv17-190.html,"Hedge/Member | Decrease | USD | 1,350 | 1,350 | 1,200 | 1,200 | Mnths 15-19 | ZB9205",malformed PDF rate row
/notices/clearing/2017/05/Chadv17-190.html,"Spec | Decrease | USD | 1,485 | 1,350 | 1,320 | 1,200 | Mnths 20+ | ZB9205",malformed PDF rate row
/notices/clearing/2017/05/Chadv17-190.html,"Hedge/Member | Decrease | USD | 1,350 | 1,350 | 1,200 | 1,200 | Mnths 20+ | ZB9205",malformed PDF rate row
/notices/clearing/2017/05/Chadv17-190.html,"Spec | Decrease | USD | 1,155 | 1,050 | 1,045 | 950 | Contracts 9+ | ZB9105",malformed PDF rate row
/notices/clearing/2017/05/Chadv17-190.html,"Hedge/Member | Decrease | USD | 1,050 | 1,050 | 950 | 950 | Contracts 9+ | ZB9105",malformed PDF rate row
/notices/clearing/2017/05/Chadv17-190.html,Spec | Decrease | USD | 440 | 400 | 396 | 360 | Contracts 1-4 | ZB9105,malformed PDF rate row
/notices/clearing/2017/05/Chadv17-190.html,Hedge/Member | Decrease | USD | 400 | 400 | 360 | 360 | Contracts 1-4 | ZB9105,malformed PDF rate row
/notices/clearing/2017/05/Chadv17-190.html,Spec | Decrease | USD | 605 | 550 | 550 | 500 | Contracts 5-8 | ZB9105,malformed PDF rate row
/notices/clearing/2017/05/Chadv17-190.html,Hedge/Member | Decrease | USD | 550 | 550 | 500 | 500 | Contracts 5-8 | ZB9105,malformed PDF rate row
/notices/clearing/2017/05/Chadv17-190.html,Spec | Decrease | USD | 330 | 300 | Mnths 2+ | FOC | Hedge/Member | Decrease,malformed PDF rate row
/notices/clearing/2017/05/Chadv17-190.html,Hedge/Member | Decrease | USD | 300 | 300 | Mnths 2+ | FOC | SING 380 FUEL OIL VS FUEL OIL ROTDM (EVC) | Spec,malformed PDF rate row
/notices/clearing/2017/05/Chadv17-194.html,Spec | Decrease | USD | 660 | 600 | 605 | 550 | Less than 14 | days to expire,malformed PDF rate row
/notices/clearing/2017/05/Chadv17-194.html,Hedge/Member | Decrease | USD | 600 | 600 | 550 | 550 | Less than 14 | days to expire,malformed PDF rate row
/notices/clearing/2017/05/Chadv17-194.html,Spec | Decrease | USD | 330 | 300 | 303 | 275 | Less than 14 | days to expire,malformed PDF rate row
/notices/clearing/2017/05/Chadv17-194.html,Hedge/Member | Decrease | USD | 300 | 300 | 275 | 275 | Less than 14 | days to expire,malformed PDF rate row
/notices/clearing/2017/05/Chadv17-194.html,"Spec | Decrease | USD | 1,925 | 1,750 | Month 5+ | NF | Hedge/Member | Decrease",malformed PDF rate row
/notices/clearing/2017/05/Chadv17-194.html,"Hedge/Member | Decrease | USD | 1,750 | 1,750 | Month 5+ | NF | S&P-GSCI COMMODITY INDEX FUTURE (GI) | Spec",malformed PDF rate row
/notices/clearing/2017/05/Chadv17-194.html,"Spec | Decrease | USD | 4,400 | 4,000 | 3,960 | 3,600 | Contracts | 17-20",malformed PDF rate row
/notices/clearing/2017/05/Chadv17-194.html,"Hedge/Member | Decrease | USD | 4,000 | 4,000 | 3,600 | 3,600 | Contracts | 17-20",malformed PDF rate row
/notices/clearing/2017/06/Chadv17-202.html,"Spec | New | USD | 1,100 | 1,000 | BDB | Hedge/Member | New | USD",malformed PDF rate row
/notices/clearing/2017/06/Chadv17-202.html,"Hedge/Member | New | USD | 1,000 | 1,000 | BDB | Page 2 of 6 | 6/2/2017 | 20 South Wacker Drive Chicago, IL 60606 Ph.: (312) 648-3888 Fax: (312) 930-3187 cmegroup.com",malformed PDF rate row
/notices/clearing/2017/06/Chadv17-202.html,Spec | New | USD | 330 | 300 | BDB | Hedge/Member | New | USD,malformed PDF rate row
/notices/clearing/2017/06/Chadv17-202.html,"Hedge/Member | New | USD | 300 | 300 | BDB | Page 3 of 6 | 6/2/2017 | 20 South Wacker Drive Chicago, IL 60606 Ph.: (312) 648-3888 Fax: (312) 930-3187 cmegroup.com",malformed PDF rate row
/notices/clearing/2017/06/Chadv17-202.html,,PB advisory attachment yielded no rate rows (format not recognized)
/notices/clearing/2017/06/Chadv17-210.html,"Spec | Increase | USD | 2,200 | 2,000 | Mnths 21+ | FS | Hedge/Member | Increase",malformed PDF rate row
/notices/clearing/2017/06/Chadv17-210.html,"Hedge/Member | Increase | USD | 2,000 | 2,000 | Mnths 21+ | FS | WEATHER - Outright Rates | K0 LAS VEGAS CDD FUTURES (K0)",malformed PDF rate row
/notices/clearing/2017/06/Chadv17-210.html,Spec | Increase | USD | 5% | 5% | 6% | 6% | K0 | Hedge/Member,malformed PDF rate row
/notices/clearing/2017/06/Chadv17-210.html,Hedge/Member | Increase | USD | 5% | 5% | 6% | 6% | K0 | K1 ATLANTA CDD FUTURES (K1),malformed PDF rate row
/notices/clearing/2017/06/Chadv17-210.html,Spec | Increase | USD | 9% | 8% | 10% | 10% | K1 | Hedge/Member,malformed PDF rate row
/notices/clearing/2017/06/Chadv17-210.html,Hedge/Member | Increase | USD | 8% | 8% | 10% | 10% | K1 | K2 CHICAGO CDD FUTURES (K2),malformed PDF rate row
/notices/clearing/2017/06/Chadv17-210.html,Spec | Increase | USD | 21% | 19% | 24% | 22% | K2 | Hedge/Member,malformed PDF rate row
/notices/clearing/2017/06/Chadv17-210.html,Hedge/Member | Increase | USD | 19% | 19% | 22% | 22% | K2 | K3 CINCINNATI CDD FUTURES (K3),malformed PDF rate row
/notices/clearing/2017/06/Chadv17-210.html,Spec | Increase | USD | 22% | 20% | 26% | 24% | K3 | Hedge/Member,malformed PDF rate row
/notices/clearing/2017/06/Chadv17-210.html,Hedge/Member | Increase | USD | 20% | 20% | 24% | 24% | K3 | SACRAMENTO MONTHLY CDD FUTURES (KS),malformed PDF rate row
/notices/clearing/2017/06/Chadv17-210.html,Spec | Increase | USD | 18% | 16% | 21% | 19% | KS | Hedge/Member,malformed PDF rate row
/notices/clearing/2017/06/Chadv17-210.html,Hedge/Member | Increase | USD | 16% | 16% | 19% | 19% | KS | Page 5 of 25,malformed PDF rate row
/notices/clearing/2017/06/Chadv17-241.html,"Spec | New | USD | 1,100 | 1,000 | Month 1 | UME | Hedge/Member | New",malformed PDF rate row
/notices/clearing/2017/06/Chadv17-241.html,"Hedge/Member | New | USD | 1,000 | 1,000 | Month 1 | UME | Spec | New",malformed PDF rate row
/notices/clearing/2017/06/Chadv17-241.html,"Spec | New | USD | 1,650 | 1,500 | Months 2+ | UME | Hedge/Member | New",malformed PDF rate row
/notices/clearing/2017/06/Chadv17-241.html,"Hedge/Member | New | USD | 1,500 | 1,500 | Months 2+ | UME | CRUDE OIL - Outright Rates | LOOP CRUDE OIL STORAGE FUTURES (LPS)",malformed PDF rate row
/notices/clearing/2017/06/Chadv17-241.html,Spec | Increase | USD | 248 | 225 | Month 6 | SDA | Hedge/Member | Increase,malformed PDF rate row
/notices/clearing/2017/06/Chadv17-241.html,Hedge/Member | Increase | USD | 225 | 225 | Month 6 | SDA | Spec | Increase,malformed PDF rate row
/notices/clearing/2017/06/Chadv17-241.html,Spec | Increase | USD | 248 | 225 | Month 7 | SDA | Hedge/Member | Increase,malformed PDF rate row
/notices/clearing/2017/06/Chadv17-241.html,Hedge/Member | Increase | USD | 225 | 225 | Month 7 | SDA | Spec | Increase,malformed PDF rate row
/notices/clearing/2017/06/Chadv17-241.html,Spec | Increase | USD | 330 | 300 | Month 8+ | SDA | Hedge/Member | Increase,malformed PDF rate row
/notices/clearing/2017/06/Chadv17-241.html,Hedge/Member | Increase | USD | 300 | 300 | Month 8+ | SDA | S&P 500 QUARLY DIVIDEND INDEX FUT (SDI) | Spec,malformed PDF rate row
/notices/clearing/2017/06/Chadv17-241.html,"Spec | New | USD | 1,100 | 1,000 | UME | Hedge/Member | New | USD",malformed PDF rate row
/notices/clearing/2017/06/Chadv17-241.html,"Hedge/Member | New | USD | 1,000 | 1,000 | UME | Months 2+ vs Months 2+ (UREA (GRANULAR) FOB MIDDLE EAST FUT) | Spec | New",malformed PDF rate row
/notices/clearing/2017/06/Chadv17-241.html,"Spec | New | USD | 1,650 | 1,500 | UME | Hedge/Member | New | USD",malformed PDF rate row
/notices/clearing/2017/06/Chadv17-241.html,"Hedge/Member | New | USD | 1,500 | 1,500 | UME | EQUITY INDEX - Intra Spreads | (CONSUMER STAPLES SECTOR TIC) | Spec",malformed PDF rate row
/notices/clearing/2017/06/Chadv17-251.html,"Spec | Decrease | USD | 2,200 | 2,000 | 1,980 | 1,800 | Months 1-6 | ZC9210",malformed PDF rate row
/notices/clearing/2017/06/Chadv17-251.html,"Hedge/Member | Decrease | USD | 2,000 | 2,000 | 1,800 | 1,800 | Months 1-6 | ZC9210",malformed PDF rate row
/notices/clearing/2017/06/Chadv17-251.html,"Spec | Decrease | USD | 2,310 | 2,100 | 2,090 | 1,900 | Months 7 - 13 | ZC9210",malformed PDF rate row
/notices/clearing/2017/06/Chadv17-251.html,"Hedge/Member | Decrease | USD | 2,100 | 2,100 | 1,900 | 1,900 | Months 7 - 13 | ZC9210",malformed PDF rate row
/notices/clearing/2017/06/Chadv17-251.html,"Spec | Decrease | USD | 2,420 | 2,200 | 2,310 | 2,100 | Months 14 - 19 | ZC9210",malformed PDF rate row
/notices/clearing/2017/06/Chadv17-251.html,"Hedge/Member | Decrease | USD | 2,200 | 2,200 | 2,100 | 2,100 | Months 14 - 19 | ZC9210",malformed PDF rate row
/notices/clearing/2017/06/Chadv17-251.html,"Spec | Decrease | USD | 2,420 | 2,200 | 2,310 | 2,100 | Months 20+ | ZC9210",malformed PDF rate row
/notices/clearing/2017/06/Chadv17-251.html,"Hedge/Member | Decrease | USD | 2,200 | 2,200 | 2,100 | 2,100 | Months 20+ | ZC9210",malformed PDF rate row
/notices/clearing/2017/06/Chadv17-251.html,"Spec | Decrease | USD | 5,500 | 5,000 | 4,620 | 4,200 | Months 1-6 | ZD9230",malformed PDF rate row
/notices/clearing/2017/06/Chadv17-251.html,"Hedge/Member | Decrease | USD | 5,000 | 5,000 | 4,200 | 4,200 | Months 1-6 | ZD9230",malformed PDF rate row
